Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
lp001798,male,yes,2.0,graduate,no,5819,5000.0,120.0,360.0,1.0,rural,y
lp001800,male,yes,1.0,not graduate,no,2510,1983.0,140.0,180.0,1.0,urban,n
lp001806,male,no,0.0,graduate,no,2965,5701.0,155.0,60.0,1.0,urban,y
lp001807,male,yes,2.0,graduate,yes,6250,1300.0,108.0,360.0,1.0,rural,y
lp001811,male,yes,0.0,not graduate,no,3406,4417.0,123.0,360.0,1.0,semiurban,y
lp001813,male,no,0.0,graduate,yes,6050,4333.0,120.0,180.0,1.0,urban,n
lp001814,male,yes,2.0,graduate,no,9703,0.0,112.0,360.0,1.0,urban,y
lp001819,male,yes,1.0,not graduate,no,6608,0.0,137.0,180.0,1.0,urban,y
lp001824,male,yes,1.0,graduate,no,2882,1843.0,123.0,480.0,1.0,semiurban,y
lp001825,male,yes,0.0,graduate,no,1809,1868.0,90.0,360.0,1.0,urban,y
lp001835,male,yes,0.0,not graduate,no,1668,3890.0,201.0,360.0,0.0,semiurban,n
lp001836,female,no,2.0,graduate,no,3427,0.0,138.0,360.0,1.0,urban,n
lp001841,male,no,0.0,not graduate,yes,2583,2167.0,104.0,360.0,1.0,rural,y
lp001843,male,yes,1.0,not graduate,no,2661,7101.0,279.0,180.0,1.0,semiurban,y
lp001844,male,no,0.0,graduate,yes,16250,0.0,192.0,360.0,0.0,urban,n
lp001846,female,no,3.0,graduate,no,3083,0.0,255.0,360.0,1.0,rural,y
lp001849,male,no,0.0,not graduate,no,6045,0.0,115.0,360.0,0.0,rural,n
lp001854,male,yes,3.0,graduate,no,5250,0.0,94.0,360.0,1.0,urban,n
lp001859,male,yes,0.0,graduate,no,14683,2100.0,304.0,360.0,1.0,rural,n
lp001864,male,yes,3.0,not graduate,no,4931,0.0,128.0,360.0,1.0,semiurban,n
lp001865,male,yes,1.0,graduate,no,6083,4250.0,330.0,360.0,1.0,urban,y
lp001868,male,no,0.0,graduate,no,2060,2209.0,134.0,360.0,1.0,semiurban,y
lp001870,female,no,1.0,graduate,no,3481,0.0,155.0,36.0,1.0,semiurban,n
lp001871,female,no,0.0,graduate,no,7200,0.0,120.0,360.0,1.0,rural,y
lp001872,male,no,0.0,graduate,yes,5166,0.0,128.0,360.0,1.0,semiurban,y
lp001875,male,no,0.0,graduate,no,4095,3447.0,151.0,360.0,1.0,rural,y
lp001877,male,yes,2.0,graduate,no,4708,1387.0,150.0,360.0,1.0,semiurban,y
lp001882,male,yes,3.0,graduate,no,4333,1811.0,160.0,360.0,0.0,urban,y
lp001883,female,no,0.0,graduate,no,3418,0.0,135.0,360.0,1.0,rural,n
lp001884,female,no,1.0,graduate,no,2876,1560.0,90.0,360.0,1.0,urban,y
lp001888,female,no,0.0,graduate,no,3237,0.0,30.0,360.0,1.0,urban,y
lp001891,male,yes,0.0,graduate,no,11146,0.0,136.0,360.0,1.0,urban,y
lp001892,male,no,0.0,graduate,no,2833,1857.0,126.0,360.0,1.0,rural,y
lp001894,male,yes,0.0,graduate,no,2620,2223.0,150.0,360.0,1.0,semiurban,y
lp001896,male,yes,2.0,graduate,no,3900,0.0,90.0,360.0,1.0,semiurban,y
lp001900,male,yes,1.0,graduate,no,2750,1842.0,115.0,360.0,1.0,semiurban,y
lp001903,male,yes,0.0,graduate,no,3993,3274.0,207.0,360.0,1.0,semiurban,y
lp001904,male,yes,0.0,graduate,no,3103,1300.0,80.0,360.0,1.0,urban,y
lp001907,male,yes,0.0,graduate,no,14583,0.0,436.0,360.0,1.0,semiurban,y
lp001908,female,yes,0.0,not graduate,no,4100,0.0,124.0,360.0,1.0,rural,y
lp001910,male,no,1.0,not graduate,yes,4053,2426.0,158.0,360.0,0.0,urban,n
lp001914,male,yes,0.0,graduate,no,3927,800.0,112.0,360.0,1.0,semiurban,y
lp001915,male,yes,2.0,graduate,no,2301,985.7999878,78.0,180.0,1.0,urban,y
lp001917,female,no,0.0,graduate,no,1811,1666.0,54.0,360.0,1.0,urban,y
lp001922,male,yes,0.0,graduate,no,20667,0.0,128.0,360.0,1.0,rural,n
lp001924,male,no,0.0,graduate,no,3158,3053.0,89.0,360.0,1.0,rural,y
lp001925,female,no,0.0,graduate,yes,2600,1717.0,99.0,300.0,1.0,semiurban,n
lp001926,male,yes,0.0,graduate,no,3704,2000.0,120.0,360.0,1.0,rural,y
lp001931,female,no,0.0,graduate,no,4124,0.0,115.0,360.0,1.0,semiurban,y
lp001935,male,no,0.0,graduate,no,9508,0.0,187.0,360.0,1.0,rural,y
lp001936,male,yes,0.0,graduate,no,3075,2416.0,139.0,360.0,1.0,rural,y
lp001938,male,yes,2.0,graduate,no,4400,0.0,127.0,360.0,0.0,semiurban,n
lp001940,male,yes,2.0,graduate,no,3153,1560.0,134.0,360.0,1.0,urban,y
lp001945,female,no,0.0,graduate,no,5417,0.0,143.0,480.0,0.0,urban,n
lp001947,male,yes,0.0,graduate,no,2383,3334.0,172.0,360.0,1.0,semiurban,y
lp001949,male,yes,3.0,graduate,no,4416,1250.0,110.0,360.0,1.0,urban,y
lp001953,male,yes,1.0,graduate,no,6875,0.0,200.0,360.0,1.0,semiurban,y
lp001954,female,yes,1.0,graduate,no,4666,0.0,135.0,360.0,1.0,urban,y
lp001955,female,no,0.0,graduate,no,5000,2541.0,151.0,480.0,1.0,rural,n
lp001963,male,yes,1.0,graduate,no,2014,2925.0,113.0,360.0,1.0,urban,n
lp001964,male,yes,0.0,not graduate,no,1800,2934.0,93.0,360.0,0.0,urban,n
lp001972,male,yes,0.0,not graduate,no,2875,1750.0,105.0,360.0,1.0,semiurban,y
lp001974,female,no,0.0,graduate,no,5000,0.0,132.0,360.0,1.0,rural,y
lp001977,male,yes,1.0,graduate,no,1625,1803.0,96.0,360.0,1.0,urban,y
lp001978,male,no,0.0,graduate,no,4000,2500.0,140.0,360.0,1.0,rural,y
lp001990,male,no,0.0,not graduate,no,2000,0.0,128.0,360.0,1.0,urban,n
lp001993,female,no,0.0,graduate,no,3762,1666.0,135.0,360.0,1.0,rural,y
lp001994,female,no,0.0,graduate,no,2400,1863.0,104.0,360.0,0.0,urban,n
lp001996,male,no,0.0,graduate,no,20233,0.0,480.0,360.0,1.0,rural,n
lp001998,male,yes,2.0,not graduate,no,7667,0.0,185.0,360.0,1.0,rural,y
lp002002,female,no,0.0,graduate,no,2917,0.0,84.0,360.0,1.0,semiurban,y
lp002004,male,no,0.0,not graduate,no,2927,2405.0,111.0,360.0,1.0,semiurban,y
lp002006,female,no,0.0,graduate,no,2507,0.0,56.0,360.0,1.0,rural,y
lp002008,male,yes,2.0,graduate,yes,5746,0.0,144.0,84.0,1.0,rural,y
lp002024,male,yes,0.0,graduate,no,2473,1843.0,159.0,360.0,1.0,rural,n
lp002031,male,yes,1.0,not graduate,no,3399,1640.0,111.0,180.0,1.0,urban,y
lp002035,male,yes,2.0,graduate,no,3717,0.0,120.0,360.0,1.0,semiurban,y
lp002036,male,yes,0.0,graduate,no,2058,2134.0,88.0,360.0,1.0,urban,y
lp002043,female,no,1.0,graduate,no,3541,0.0,112.0,360.0,1.0,semiurban,y
lp002050,male,yes,1.0,graduate,yes,10000,0.0,155.0,360.0,1.0,rural,n
lp002051,male,yes,0.0,graduate,no,2400,2167.0,115.0,360.0,1.0,semiurban,y
lp002053,male,yes,3.0,graduate,no,4342,189.0,124.0,360.0,1.0,semiurban,y
lp002054,male,yes,2.0,not graduate,no,3601,1590.0,128.0,360.0,1.0,rural,y
lp002055,female,no,0.0,graduate,no,3166,2985.0,132.0,360.0,1.0,rural,y
lp002065,male,yes,3.0,graduate,no,15000,0.0,300.0,360.0,1.0,rural,y
lp002067,male,yes,1.0,graduate,yes,8666,4983.0,376.0,360.0,0.0,rural,n
lp002068,male,no,0.0,graduate,no,4917,0.0,130.0,360.0,0.0,rural,y
lp002082,male,yes,0.0,graduate,yes,5818,2160.0,184.0,360.0,1.0,semiurban,y
lp002086,female,yes,0.0,graduate,no,4333,2451.0,110.0,360.0,1.0,urban,n
lp002087,female,no,0.0,graduate,no,2500,0.0,67.0,360.0,1.0,urban,y
lp002097,male,no,1.0,graduate,no,4384,1793.0,117.0,360.0,1.0,urban,y
lp002098,male,no,0.0,graduate,no,2935,0.0,98.0,360.0,1.0,semiurban,y
lp002100,male,no,0.0,graduate,no,2833,0.0,71.0,360.0,1.0,urban,y
lp002101,male,yes,0.0,graduate,no,63337,0.0,490.0,180.0,1.0,urban,y
lp002103,male,yes,1.0,graduate,yes,9833,1833.0,182.0,180.0,1.0,urban,y
lp002106,male,yes,0.0,graduate,yes,5503,4490.0,70.0,360.0,1.0,semiurban,y
lp002110,male,yes,1.0,graduate,no,5250,688.0,160.0,360.0,1.0,rural,y
lp002112,male,yes,2.0,graduate,yes,2500,4600.0,176.0,360.0,1.0,rural,y
lp002113,female,no,3.0,not graduate,no,1830,0.0,128.0,360.0,0.0,urban,n
lp002114,female,no,0.0,graduate,no,4160,0.0,71.0,360.0,1.0,semiurban,y
lp002115,male,yes,3.0,not graduate,no,2647,1587.0,173.0,360.0,1.0,rural,n
lp002116,female,no,0.0,graduate,no,2378,0.0,46.0,360.0,1.0,rural,n
lp002119,male,yes,1.0,not graduate,no,4554,1229.0,158.0,360.0,1.0,urban,y
lp002126,male,yes,3.0,not graduate,no,3173,0.0,74.0,360.0,1.0,semiurban,y
lp002128,male,yes,2.0,graduate,no,2583,2330.0,125.0,360.0,1.0,rural,y
lp002129,male,yes,0.0,graduate,no,2499,2458.0,160.0,360.0,1.0,semiurban,y
lp002130,male,yes,0.0,not graduate,no,3523,3230.0,152.0,360.0,0.0,rural,n
lp002131,male,yes,2.0,not graduate,no,3083,2168.0,126.0,360.0,1.0,urban,y
lp002137,male,yes,0.0,graduate,no,6333,4583.0,259.0,360.0,1.0,semiurban,y
lp002138,male,yes,0.0,graduate,no,2625,6250.0,187.0,360.0,1.0,rural,y
lp002139,male,yes,0.0,graduate,no,9083,0.0,228.0,360.0,1.0,semiurban,y
lp002140,male,no,0.0,graduate,no,8750,4167.0,308.0,360.0,1.0,rural,n
lp002141,male,yes,3.0,graduate,no,2666,2083.0,95.0,360.0,1.0,rural,y
lp002142,female,yes,0.0,graduate,yes,5500,0.0,105.0,360.0,0.0,rural,n
lp002143,female,yes,0.0,graduate,no,2423,505.0,130.0,360.0,1.0,semiurban,y
lp002144,female,no,0.0,graduate,no,3813,0.0,116.0,180.0,1.0,urban,y
lp002149,male,yes,2.0,graduate,no,8333,3167.0,165.0,360.0,1.0,rural,y
lp002151,male,yes,1.0,graduate,no,3875,0.0,67.0,360.0,1.0,urban,n
lp002158,male,yes,0.0,not graduate,no,3000,1666.0,100.0,480.0,0.0,urban,n
lp002160,male,yes,3.0,graduate,no,5167,3167.0,200.0,360.0,1.0,semiurban,y
lp002161,female,no,1.0,graduate,no,4723,0.0,81.0,360.0,1.0,semiurban,n
lp002170,male,yes,2.0,graduate,no,5000,3667.0,236.0,360.0,1.0,semiurban,y
lp002175,male,yes,0.0,graduate,no,4750,2333.0,130.0,360.0,1.0,urban,y
lp002178,male,yes,0.0,graduate,no,3013,3033.0,95.0,300.0,1.0,urban,y
lp002180,male,no,0.0,graduate,yes,6822,0.0,141.0,360.0,1.0,rural,y
lp002181,male,no,0.0,not graduate,no,6216,0.0,133.0,360.0,1.0,rural,n
lp002187,male,no,0.0,graduate,no,2500,0.0,96.0,480.0,1.0,semiurban,n
lp002188,male,no,0.0,graduate,no,5124,0.0,124.0,360.0,0.0,rural,n
lp002190,male,yes,1.0,graduate,no,6325,0.0,175.0,360.0,1.0,semiurban,y
lp002191,male,yes,0.0,graduate,no,19730,5266.0,570.0,360.0,1.0,rural,n
lp002194,female,no,0.0,graduate,yes,15759,0.0,55.0,360.0,1.0,semiurban,y
lp002197,male,yes,2.0,graduate,no,5185,0.0,155.0,360.0,1.0,semiurban,y
lp002201,male,yes,2.0,graduate,yes,9323,7873.0,380.0,300.0,1.0,rural,y
lp002205,male,no,1.0,graduate,no,3062,1987.0,111.0,180.0,0.0,urban,n
lp002209,female,no,0.0,graduate,no,2764,1459.0,110.0,360.0,1.0,urban,y
lp002211,male,yes,0.0,graduate,no,4817,923.0,120.0,180.0,1.0,urban,y
lp002219,male,yes,3.0,graduate,no,8750,4996.0,130.0,360.0,1.0,rural,y
lp002223,male,yes,0.0,graduate,no,4310,0.0,130.0,360.0,1.0,semiurban,y
lp002224,male,no,0.0,graduate,no,3069,0.0,71.0,480.0,1.0,urban,n
lp002225,male,yes,2.0,graduate,no,5391,0.0,130.0,360.0,1.0,urban,y
lp002226,male,yes,0.0,graduate,no,3333,2500.0,128.0,360.0,1.0,semiurban,y
lp002229,male,no,0.0,graduate,no,5941,4232.0,296.0,360.0,1.0,semiurban,y
lp002231,female,no,0.0,graduate,no,6000,0.0,156.0,360.0,1.0,urban,y
lp002234,male,no,0.0,graduate,yes,7167,0.0,128.0,360.0,1.0,urban,y
lp002236,male,yes,2.0,graduate,no,4566,0.0,100.0,360.0,1.0,urban,n
lp002237,male,no,1.0,graduate,no,3667,0.0,113.0,180.0,1.0,urban,y
lp002239,male,no,0.0,not graduate,no,2346,1600.0,132.0,360.0,1.0,semiurban,y
lp002243,male,yes,0.0,not graduate,no,3010,3136.0,128.0,360.0,0.0,urban,n
lp002244,male,yes,0.0,graduate,no,2333,2417.0,136.0,360.0,1.0,urban,y
lp002250,male,yes,0.0,graduate,no,5488,0.0,125.0,360.0,1.0,rural,y
lp002255,male,no,3.0,graduate,no,9167,0.0,185.0,360.0,1.0,rural,y
lp002262,male,yes,3.0,graduate,no,9504,0.0,275.0,360.0,1.0,rural,y
lp002263,male,yes,0.0,graduate,no,2583,2115.0,120.0,360.0,1.0,urban,y
lp002265,male,yes,2.0,not graduate,no,1993,1625.0,113.0,180.0,1.0,semiurban,y
lp002266,male,yes,2.0,graduate,no,3100,1400.0,113.0,360.0,1.0,urban,y
lp002272,male,yes,2.0,graduate,no,3276,484.0,135.0,360.0,1.0,semiurban,y
lp002277,female,no,0.0,graduate,no,3180,0.0,71.0,360.0,0.0,urban,n
lp002281,male,yes,0.0,graduate,no,3033,1459.0,95.0,360.0,1.0,urban,y
lp002284,male,no,0.0,not graduate,no,3902,1666.0,109.0,360.0,1.0,rural,y
lp002287,female,no,0.0,graduate,no,1500,1800.0,103.0,360.0,0.0,semiurban,n
lp002288,male,yes,2.0,not graduate,no,2889,0.0,45.0,180.0,0.0,urban,n
lp002296,male,no,0.0,not graduate,no,2755,0.0,65.0,300.0,1.0,rural,n
lp002297,male,no,0.0,graduate,no,2500,20000.0,103.0,360.0,1.0,semiurban,y
lp002300,female,no,0.0,not graduate,no,1963,0.0,53.0,360.0,1.0,semiurban,y
lp002301,female,no,0.0,graduate,yes,7441,0.0,194.0,360.0,1.0,rural,n
lp002305,female,no,0.0,graduate,no,4547,0.0,115.0,360.0,1.0,semiurban,y
lp002308,male,yes,0.0,not graduate,no,2167,2400.0,115.0,360.0,1.0,urban,y
lp002314,female,no,0.0,not graduate,no,2213,0.0,66.0,360.0,1.0,rural,y
lp002315,male,yes,1.0,graduate,no,8300,0.0,152.0,300.0,0.0,semiurban,n
lp002317,male,yes,3.0,graduate,no,81000,0.0,360.0,360.0,0.0,rural,n
lp002318,female,no,1.0,not graduate,yes,3867,0.0,62.0,360.0,1.0,semiurban,n
lp002319,male,yes,0.0,graduate,no,6256,0.0,160.0,360.0,1.0,urban,y
lp002328,male,yes,0.0,not graduate,no,6096,0.0,218.0,360.0,0.0,rural,n
lp002332,male,yes,0.0,not graduate,no,2253,2033.0,110.0,360.0,1.0,rural,y
lp002335,female,yes,0.0,not graduate,no,2149,3237.0,178.0,360.0,0.0,semiurban,n
lp002337,female,no,0.0,graduate,no,2995,0.0,60.0,360.0,1.0,urban,y
lp002341,female,no,1.0,graduate,no,2600,0.0,160.0,360.0,1.0,urban,n
lp002342,male,yes,2.0,graduate,yes,1600,20000.0,239.0,360.0,1.0,urban,n
lp002345,male,yes,0.0,graduate,no,1025,2773.0,112.0,360.0,1.0,rural,y
lp002347,male,yes,0.0,graduate,no,3246,1417.0,138.0,360.0,1.0,semiurban,y
lp002348,male,yes,0.0,graduate,no,5829,0.0,138.0,360.0,1.0,rural,y
lp002357,female,no,0.0,not graduate,no,2720,0.0,80.0,360.0,0.0,urban,n
lp002361,male,yes,0.0,graduate,no,1820,1719.0,100.0,360.0,1.0,urban,y
lp002362,male,yes,1.0,graduate,no,7250,1667.0,110.0,360.0,0.0,urban,n
lp002364,male,yes,0.0,graduate,no,14880,0.0,96.0,360.0,1.0,semiurban,y
lp002366,male,yes,0.0,graduate,no,2666,4300.0,121.0,360.0,1.0,rural,y
lp002367,female,no,1.0,not graduate,no,4606,0.0,81.0,360.0,1.0,rural,n
lp002368,male,yes,2.0,graduate,no,5935,0.0,133.0,360.0,1.0,semiurban,y
lp002369,male,yes,0.0,graduate,no,2920,16.12000084,87.0,360.0,1.0,rural,y
lp002370,male,no,0.0,not graduate,no,2717,0.0,60.0,180.0,1.0,urban,y
lp002377,female,no,1.0,graduate,yes,8624,0.0,150.0,360.0,1.0,semiurban,y
lp002379,male,no,0.0,graduate,no,6500,0.0,105.0,360.0,0.0,rural,n
lp002386,male,no,0.0,graduate,no,12876,0.0,405.0,360.0,1.0,semiurban,y
lp002387,male,yes,0.0,graduate,no,2425,2340.0,143.0,360.0,1.0,semiurban,y
lp002390,male,no,0.0,graduate,no,3750,0.0,100.0,360.0,1.0,urban,y
lp002393,female,yes,0.0,graduate,no,10047,0.0,128.0,240.0,1.0,semiurban,y
lp002398,male,no,0.0,graduate,no,1926,1851.0,50.0,360.0,1.0,semiurban,y
lp002401,male,yes,0.0,graduate,no,2213,1125.0,128.0,360.0,1.0,urban,y
lp002403,male,no,0.0,graduate,yes,10416,0.0,187.0,360.0,0.0,urban,n
lp002407,female,yes,0.0,not graduate,yes,7142,0.0,138.0,360.0,1.0,rural,y
lp002408,male,no,0.0,graduate,no,3660,5064.0,187.0,360.0,1.0,semiurban,y
lp002409,male,yes,0.0,graduate,no,7901,1833.0,180.0,360.0,1.0,rural,y
lp002418,male,no,3.0,not graduate,no,4707,1993.0,148.0,360.0,1.0,semiurban,y
lp002422,male,no,1.0,graduate,no,37719,0.0,152.0,360.0,1.0,semiurban,y
lp002424,male,yes,0.0,graduate,no,7333,8333.0,175.0,300.0,1.0,rural,y
lp002429,male,yes,1.0,graduate,yes,3466,1210.0,130.0,360.0,1.0,rural,y
lp002434,male,yes,2.0,not graduate,no,4652,0.0,110.0,360.0,1.0,rural,y
lp002435,male,yes,0.0,graduate,no,3539,1376.0,55.0,360.0,1.0,rural,n
lp002443,male,yes,2.0,graduate,no,3340,1710.0,150.0,360.0,0.0,rural,n
lp002444,male,no,1.0,not graduate,yes,2769,1542.0,190.0,360.0,1.0,semiurban,n
lp002446,male,yes,2.0,not graduate,no,2309,1255.0,125.0,360.0,0.0,rural,n
lp002447,male,yes,2.0,not graduate,no,1958,1456.0,60.0,300.0,1.0,urban,y
lp002448,male,yes,0.0,graduate,no,3948,1733.0,149.0,360.0,0.0,rural,n
lp002449,male,yes,0.0,graduate,no,2483,2466.0,90.0,180.0,0.0,rural,y
lp002453,male,no,0.0,graduate,yes,7085,0.0,84.0,360.0,1.0,semiurban,y
lp002455,male,yes,2.0,graduate,no,3859,0.0,96.0,360.0,1.0,semiurban,y
lp002459,male,yes,0.0,graduate,no,4301,0.0,118.0,360.0,1.0,urban,y
lp002467,male,yes,0.0,graduate,no,3708,2569.0,173.0,360.0,1.0,urban,n
lp002472,male,no,2.0,graduate,no,4354,0.0,136.0,360.0,1.0,rural,y
lp002473,male,yes,0.0,graduate,no,8334,0.0,160.0,360.0,1.0,semiurban,n
lp002478,male,yes,0.0,graduate,yes,2083,4083.0,160.0,360.0,1.0,semiurban,y
lp002484,male,yes,3.0,graduate,no,7740,0.0,128.0,180.0,1.0,urban,y
lp002487,male,yes,0.0,graduate,no,3015,2188.0,153.0,360.0,1.0,rural,y
lp002489,female,no,1.0,not graduate,no,5191,0.0,132.0,360.0,1.0,semiurban,y
lp002493,male,no,0.0,graduate,no,4166,0.0,98.0,360.0,0.0,semiurban,n
lp002494,male,no,0.0,graduate,no,6000,0.0,140.0,360.0,1.0,rural,y
lp002500,male,yes,3.0,not graduate,no,2947,1664.0,70.0,180.0,0.0,urban,n
lp002501,male,yes,0.0,graduate,no,16692,0.0,110.0,360.0,1.0,semiurban,y
lp002502,female,yes,2.0,not graduate,no,210,2917.0,98.0,360.0,1.0,semiurban,y
lp002505,male,yes,0.0,graduate,no,4333,2451.0,110.0,360.0,1.0,urban,n
lp002515,male,yes,1.0,graduate,yes,3450,2079.0,162.0,360.0,1.0,semiurban,y
lp002517,male,yes,1.0,not graduate,no,2653,1500.0,113.0,180.0,0.0,rural,n
lp002519,male,yes,3.0,graduate,no,4691,0.0,100.0,360.0,1.0,semiurban,y
lp002522,female,no,0.0,graduate,yes,2500,0.0,93.0,360.0,1.0,urban,y
lp002524,male,no,2.0,graduate,no,5532,4648.0,162.0,360.0,1.0,rural,y
lp002527,male,yes,2.0,graduate,yes,16525,1014.0,150.0,360.0,1.0,rural,y
lp002529,male,yes,2.0,graduate,no,6700,1750.0,230.0,300.0,1.0,semiurban,y
lp002530,male,yes,2.0,graduate,no,2873,1872.0,132.0,360.0,0.0,semiurban,n
lp002531,male,yes,1.0,graduate,yes,16667,2250.0,86.0,360.0,1.0,semiurban,y
lp002533,male,yes,2.0,graduate,no,2947,1603.0,128.0,360.0,1.0,urban,n
lp002534,female,no,0.0,not graduate,no,4350,0.0,154.0,360.0,1.0,rural,y
lp002536,male,yes,3.0,not graduate,no,3095,0.0,113.0,360.0,1.0,rural,y
lp002537,male,yes,0.0,graduate,no,2083,3150.0,128.0,360.0,1.0,semiurban,y
lp002541,male,yes,0.0,graduate,no,10833,0.0,234.0,360.0,1.0,semiurban,y
lp002543,male,yes,2.0,graduate,no,8333,0.0,246.0,360.0,1.0,semiurban,y
lp002544,male,yes,1.0,not graduate,no,1958,2436.0,131.0,360.0,1.0,rural,y
lp002545,male,no,2.0,graduate,no,3547,0.0,80.0,360.0,0.0,rural,n
lp002547,male,yes,1.0,graduate,no,18333,0.0,500.0,360.0,1.0,urban,n
lp002555,male,yes,2.0,graduate,yes,4583,2083.0,160.0,360.0,1.0,semiurban,y
lp002556,male,no,0.0,graduate,no,2435,0.0,75.0,360.0,1.0,urban,n
lp002560,male,no,0.0,not graduate,no,2699,2785.0,96.0,360.0,1.0,semiurban,y
lp002562,male,yes,1.0,not graduate,no,5333,1131.0,186.0,360.0,1.0,urban,y
lp002571,male,no,0.0,not graduate,no,3691,0.0,110.0,360.0,1.0,rural,y
lp002582,female,no,0.0,not graduate,yes,17263,0.0,225.0,360.0,1.0,semiurban,y
lp002585,male,yes,0.0,graduate,no,3597,2157.0,119.0,360.0,0.0,rural,n
lp002586,female,yes,1.0,graduate,no,3326,913.0,105.0,84.0,1.0,semiurban,y
lp002587,male,yes,0.0,not graduate,no,2600,1700.0,107.0,360.0,1.0,rural,y
lp002588,male,yes,0.0,graduate,no,4625,2857.0,111.0,12.0,1.0,urban,y
lp002600,male,yes,1.0,graduate,yes,2895,0.0,95.0,360.0,1.0,semiurban,y
lp002602,male,no,0.0,graduate,no,6283,4416.0,209.0,360.0,0.0,rural,n
lp002603,female,no,0.0,graduate,no,645,3683.0,113.0,480.0,1.0,rural,y
lp002606,female,no,0.0,graduate,no,3159,0.0,100.0,360.0,1.0,semiurban,y
lp002615,male,yes,2.0,graduate,no,4865,5624.0,208.0,360.0,1.0,semiurban,y
lp002618,male,yes,1.0,not graduate,no,4050,5302.0,138.0,360.0,1.0,rural,n
lp002619,male,yes,0.0,not graduate,no,3814,1483.0,124.0,300.0,1.0,semiurban,y
lp002622,male,yes,2.0,graduate,no,3510,4416.0,243.0,360.0,1.0,rural,y
lp002624,male,yes,0.0,graduate,no,20833,6667.0,480.0,360.0,1.0,urban,y
lp002625,male,no,0.0,graduate,no,3583,0.0,96.0,360.0,1.0,urban,n
lp002626,male,yes,0.0,graduate,yes,2479,3013.0,188.0,360.0,1.0,urban,y
lp002634,female,no,1.0,graduate,no,13262,0.0,40.0,360.0,1.0,urban,y
lp002637,male,no,0.0,not graduate,no,3598,1287.0,100.0,360.0,1.0,rural,n
lp002640,male,yes,1.0,graduate,no,6065,2004.0,250.0,360.0,1.0,semiurban,y
lp002643,male,yes,2.0,graduate,no,3283,2035.0,148.0,360.0,1.0,urban,y
lp002648,male,yes,0.0,graduate,no,2130,6666.0,70.0,180.0,1.0,semiurban,n
lp002652,male,no,0.0,graduate,no,5815,3666.0,311.0,360.0,1.0,rural,n
lp002659,male,yes,3.0,graduate,no,3466,3428.0,150.0,360.0,1.0,rural,y
lp002670,female,yes,2.0,graduate,no,2031,1632.0,113.0,480.0,1.0,semiurban,y
lp002682,male,yes,0.0,not graduate,no,3074,1800.0,123.0,360.0,0.0,semiurban,n
lp002683,male,no,0.0,graduate,no,4683,1915.0,185.0,360.0,1.0,semiurban,n
lp002684,female,no,0.0,not graduate,no,3400,0.0,95.0,360.0,1.0,rural,n
lp002689,male,yes,2.0,not graduate,no,2192,1742.0,45.0,360.0,1.0,semiurban,y
lp002690,male,no,0.0,graduate,no,2500,0.0,55.0,360.0,1.0,semiurban,y
lp002692,male,yes,3.0,graduate,yes,5677,1424.0,100.0,360.0,1.0,rural,y
lp002693,male,yes,2.0,graduate,yes,7948,7166.0,480.0,360.0,1.0,rural,y
lp002697,male,no,0.0,graduate,no,4680,2087.0,128.0,360.0,1.0,semiurban,n
lp002699,male,yes,2.0,graduate,yes,17500,0.0,400.0,360.0,1.0,rural,y
lp002705,male,yes,0.0,graduate,no,3775,0.0,110.0,360.0,1.0,semiurban,y
lp002706,male,yes,1.0,not graduate,no,5285,1430.0,161.0,360.0,0.0,semiurban,y
lp002714,male,no,1.0,not graduate,no,2679,1302.0,94.0,360.0,1.0,semiurban,y
lp002716,male,no,0.0,not graduate,no,6783,0.0,130.0,360.0,1.0,semiurban,y
lp002717,male,yes,0.0,graduate,no,1025,5500.0,216.0,360.0,1.0,rural,y
lp002720,male,yes,3.0,graduate,no,4281,0.0,100.0,360.0,1.0,urban,y
lp002723,male,no,2.0,graduate,no,3588,0.0,110.0,360.0,0.0,rural,n
lp002729,male,no,1.0,graduate,no,11250,0.0,196.0,360.0,1.0,semiurban,n
lp002731,female,no,0.0,not graduate,yes,18165,0.0,125.0,360.0,1.0,urban,y
lp002732,male,no,0.0,not graduate,no,2550,2042.0,126.0,360.0,1.0,rural,y
lp002734,male,yes,0.0,graduate,no,6133,3906.0,324.0,360.0,1.0,urban,y
lp002738,male,no,2.0,graduate,no,3617,0.0,107.0,360.0,1.0,semiurban,y
lp002739,male,yes,0.0,not graduate,no,2917,536.0,66.0,360.0,1.0,rural,n
lp002740,male,yes,3.0,graduate,no,6417,0.0,157.0,180.0,1.0,rural,y
lp002741,female,yes,1.0,graduate,no,4608,2845.0,140.0,180.0,1.0,semiurban,y
lp002743,female,no,0.0,graduate,no,2138,0.0,99.0,360.0,0.0,semiurban,n
lp002753,female,no,1.0,graduate,no,3652,0.0,95.0,360.0,1.0,semiurban,y
lp002755,male,yes,1.0,not graduate,no,2239,2524.0,128.0,360.0,1.0,urban,y
lp002757,female,yes,0.0,not graduate,no,3017,663.0,102.0,360.0,1.0,semiurban,y
lp002767,male,yes,0.0,graduate,no,2768,1950.0,155.0,360.0,1.0,rural,y
lp002768,male,no,0.0,not graduate,no,3358,0.0,80.0,36.0,1.0,semiurban,n
